Model;Manuf;Model Details;Year;Month;Motor Type_0;Motor Type_1;Transmission;Color;Body Type;Price;Mileage
Kia Sportage;Kia;Sportage;2018;Marts;1,7;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Apvidus;14350;168990
Toyota Avensis;Toyota;Avensis;2017;Novembris;1,8;Benzīns;Automāts;Zilametālika;Sedans;14300;60000
Kia Sportage;Kia;Sportage;2017;;2;Dīzelis;Automāts;Sarkanametālika;Apvidus;14300;199271
Kia Ceed;Kia;Ceed;2019;Jūlijs;1,4;Benzīns;Automāts;Balta;Hečbeks;14300;65854
Toyota RAV 4;Toyota;RAV 4;2013;Decembris;2,2;Dīzelis;Automāts;Sudrabametālika;Apvidus;14250;129000
Toyota RAV 4;Toyota;RAV 4;2013;Novembris;2;Benzīns/Gāze;Automāts;Melna;Apvidus;14200;140000
Hyundai Santa FE;Hyundai;Santa FE;2014;Februāris;2,2;Dīzelis;Automāts 6 ātrumi;Melnametālika;Apvidus;14200;194000
Nissan Qashqai;Nissan;Qashqai;2018;Maijs;1,2;Benzīns;Manuāla 6 ātrumi;Melnametālika;Apvidus;14200;131400
Toyota RAV 4;Toyota;RAV 4;2015;;2;Dīzelis;Manuāla;Brūna;Apvidus;14150;133214
Citroen C3;Citroen;C3;2020;Septembris;1,2;Benzīns;Manuāla;Baltametālika;Hečbeks;14050;30742
Hyundai Santa FE;Hyundai;Santa FE;2013;Novembris;2,2;Dīzelis;Automāts 6 ātrumi;Baltametālika;Apvidus;14000;195575
Hyundai i20;Hyundai;i20;2022;Jūlijs;1,2;Benzīns;Manuāla 5 ātrumi;Pelēkametālika;Hečbeks;14000;22788
Nissan Qashqai;Nissan;Qashqai;2018;Septembris;1,2;Benzīns;Manuāla 6 ātrumi;Melnametālika;-;14000;91300
Kia Ceed;Kia;Ceed;2019;Jūnijs;1,4;Benzīns;Automāts;Sarkana;Sedans;14000;66200
Nissan Patrol;Nissan;Patrol;2006;Novembris;3;Dīzelis;Manuāla;Pelēka;Apvidus;14000;174000
Toyota Land Cruiser;Toyota;Land Cruiser;2005;Septembris;3;Dīzelis;Automāts 5 ātrumi;Sudraba;Apvidus;14000;256000
Hyundai Tucson;Hyundai;Tucson;2017;Augusts;1,6;Benzīns;Manuāla 6 ātrumi;Zila;Apvidus;13999;
Citroen Berlingo;Citroen;Berlingo;2019;Septembris;1,5;Dīzelis;Manuāla 5 ātrumi;Zilametālika;Mikroautobuss;13990;70658
Kia Sorento;Kia;Sorento;2014;Jūnijs;2,2;Dīzelis;Automāts;Melnametālika;Apvidus;13990;205000
Kia Sorento;Kia;Sorento;2014;Jūnijs;2,2;Dīzelis;Automāts;Melnametālika;Apvidus;13990;205000
Hyundai Kona;Hyundai;Kona;2019;;1;Benzīns;Manuāla 6 ātrumi;Pelēkametālika;Apvidus;13990;49441
Nissan Qashqai;Nissan;Qashqai;2018;;1,6;Dīzelis;Automāts;Balta;Apvidus;13990;190762
Nissan X-Trail;Nissan;X-Trail;2017;;1,6;Dīzelis;Automāts;Melnametālika;Apvidus;13990;
Hyundai Santa FE;Hyundai;Santa FE;2013;Marts;2,2;Dīzelis;Automāts;Melna;Apvidus;13990;
Nissan NV200;Nissan;NV200;2019;Jūlijs;1,5;Dīzelis;Manuāla;Baltametālika;Mikroautobuss;13970;
Hyundai Santa FE;Hyundai;Santa FE;2015;Maijs;2;Dīzelis;Manuāla 6 ātrumi;Brūnametālika;Apvidus;13950;260779
Kia Niro;Kia;Niro;2021;Jūlijs;1,6;Hybrid;Automāts 8 ātrumi;Baltametālika;Apvidus;13950;187000
Hyundai Santa FE;Hyundai;Santa FE;2013;Aprīlis;2,2;Dīzelis;Automāts;Baltametālika;Apvidus;13900;165000
Porsche Boxster;Porsche;Boxster;2002;Jūlijs;2,7;Benzīns;Manuāla;Sarkana;Kabriolets;13900;38294
Porsche Cayenne;Porsche;Cayenne;2007;Novembris;3,6;Benzīns;Manuāla;Melnametālika;Apvidus;13900;92038
Kia Sportage;Kia;Sportage;2017;;1,7;Dīzelis;Manuāla 6 ātrumi;Sarkanametālika;Apvidus;13900;170000
Nissan X-Trail;Nissan;X-Trail;2016;;1,6;Dīzelis;Automāts;NA;Apvidus;13850;127000
Toyota Land Cruiser;Toyota;Land Cruiser;2007;Augusts;4,7;Benzīns/Gāze;Automāts;Melna;Apvidus;13800;255400
Toyota Corolla;Toyota;Corolla;2019;Marts;1,6;Benzīns;Automāts;Pelēkametālika;Sedans;13800;95425
Toyota Land Cruiser;Toyota;Land Cruiser;2007;Jūlijs;3;Dīzelis;Automāts 4 ātrumi;Pelēkametālika;Apvidus;13800;339000
Porsche Cayenne;Porsche;Cayenne;2012;;4,8;Benzīns;Automāts;Sudrabametālika;Apvidus;13800;
Porsche Cayenne;Porsche;Cayenne;2009;Decembris;3;Dīzelis;Automāts;Melnametālika;Apvidus;13790;
Kia Sportage;Kia;Sportage;2016;;1,7;Dīzelis;Manuāla;Pelēka;Apvidus;13750;
Toyota RAV 4;Toyota;RAV 4;2014;Augusts;2;Benzīns;Automāts;Baltametālika;Apvidus;13720;149500
Kia Sportage;Kia;Sportage;2018;Decembris;1,6;Dīzelis;Manuāla 6 ātrumi;Zilametālika;Apvidus;13700;93000
Hyundai Tucson;Hyundai;Tucson;2016;Jūlijs;1,7;Dīzelis;Automāts;Pelēkametālika;Apvidus;13700;196554
Hyundai Tucson;Hyundai;Tucson;2018;;1,7;Dīzelis;Automāts;Sudrabametālika;Apvidus;13600;173000
Toyota Hilux;Toyota;Hilux;2013;Jūnijs;2,5;Dīzelis;Manuāla;Balta;Apvidus;13600;580011
Nissan Qashqai;Nissan;Qashqai;2015;;1,6;Dīzelis;Automāts;Brūnametālika;Apvidus;13600;100000
Toyota RAV 4;Toyota;RAV 4;2014;Aprīlis;2;Dīzelis;Manuāla 6 ātrumi;Brūnametālika;Apvidus;13590;198000
Kia Soul;Kia;Soul;2017;Augusts;;;Automāts;Balta;Apvidus;13550;83000
Toyota RAV 4;Toyota;RAV 4;2014;Februāris;2;Benzīns;Automāts;Brūnametālika;Apvidus;13500;233333
Toyota FJ;Toyota;FJ;2007;;4;Benzīns/Gāze;Automāts;Gaiši;Apvidus;13500;200000
Suzuki Vitara;Suzuki;Vitara;2018;Novembris;1,6;Benzīns;Manuāla 5 ātrumi;Gaiši;Apvidus;13500;36000
Nissan Qashqai;Nissan;Qashqai;2018;Marts;1,2;Benzīns;Automāts;Balta;Apvidus;13500;86000
Kia Sportage;Kia;Sportage;2018;Aprīlis;1,7;Dīzelis;Automāts 7 ātrumi;Sarkana;Apvidus;13500;148306
Toyota RAV 4;Toyota;RAV 4;2014;Aprīlis;2;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Apvidus;13500;190000
Nissan X-Trail;Nissan;X-Trail;2016;Septembris;1,6;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Apvidus;13500;206000
Hyundai Santa FE;Hyundai;Santa FE;2014;Februāris;2,2;Dīzelis;Automāts;Sarkanametālika;Apvidus;13500;275100
Hyundai i20;Hyundai;i20;2022;Jūnijs;1,2;Benzīns;Manuāla 5 ātrumi;Brūnametālika;Hečbeks;13500;35000
Porsche Cayenne;Porsche;Cayenne;2008;Marts;4,8;Benzīns;Automāts 6 ātrumi;Melnametālika;Apvidus;13500;220000
Nissan X-Trail;Nissan;X-Trail;2017;;1,6;Dīzelis;Automāts;Pelēkametālika;Apvidus;13500;
Nissan X-Trail;Nissan;X-Trail;2015;;1,6;Dīzelis;Manuāla 6 ātrumi;Zila;Apvidus;13500;
Hyundai Tucson;Hyundai;Tucson;2018;Septembris;2;Dīzelis;Automāts 6 ātrumi;Pelēkametālika;Apvidus;13500;
Nissan Qashqai;Nissan;Qashqai;2018;;1,2;Benzīns;Manuāla 6 ātrumi;Zila;Apvidus;13490;131653
Porsche Cayenne;Porsche;Cayenne;2009;;3;Dīzelis;Automāts;Melna;Apvidus;13490;273731
Kia Sportage;Kia;Sportage;2017;;1,6;Benzīns;Automāts;NA;Apvidus;13490;133000
Toyota RAV 4;Toyota;RAV 4;2015;Augusts;2;Benzīns;Automāts;Baltametālika;Apvidus;13450;226223
Nissan Qashqai;Nissan;Qashqai;2015;;1,6;Dīzelis;Automāts;Brūna;Apvidus;13400;100000
Toyota RAV 4;Toyota;RAV 4;2014;Augusts;2;Dīzelis;Manuāla 6 ātrumi;Melnametālika;Apvidus;13350;219226
Kia Sorento;Kia;Sorento;2015;Jūlijs;2,2;Dīzelis;Automāts;Melna;Apvidus;13350;186600
Hyundai Santa FE;Hyundai;Santa FE;2014;Marts;2,2;Dīzelis;Manuāla;Brūnametālika;Apvidus;13350;194564
Porsche Boxster;Porsche;Boxster;1997;Janvāris;2,5;Benzīns;Automāts 5 ātrumi;Pelēkametālika;Kabriolets;13350;115000
Toyota Corolla;Toyota;Corolla;2019;Jūlijs;1,2;Benzīns;Manuāla 6 ātrumi;Pelēkametālika;Hečbeks;13300;86200
Kia Sorento;Kia;Sorento;2013;Septembris;2,2;Dīzelis;Automāts 6 ātrumi;Melnametālika;Apvidus;13300;155200
Hyundai Tucson;Hyundai;Tucson;2015;Oktobris;2;Dīzelis;Automāts 6 ātrumi;Pelēkametālika;Apvidus;13300;167258
Nissan NV200;Nissan;NV200;2017;Aprīlis;;;Automāts;Balta;Pikaps;13300;49500
Hyundai Santa FE;Hyundai;Santa FE;2014;Janvāris;2,4;Benzīns;Automāts;Pelēkametālika;Apvidus;13300;
Toyota Avensis;Toyota;Avensis;2017;Aprīlis;1,8;Benzīns;Automāts;Baltametālika;Sedans;13250;81000
Toyota Avensis;Toyota;Avensis;2016;Aprīlis;1,8;Benzīns;Manuāla 6 ātrumi;Pelēkametālika;Sedans;13200;110000
Toyota RAV 4;Toyota;RAV 4;2013;Aprīlis;2,2;Dīzelis;Automāts;Pelēkametālika;Apvidus;13200;175533
Toyota RAV 4;Toyota;RAV 4;2013;Maijs;2,2;Dīzelis;Manuāla 6 ātrumi;Melnametālika;Apvidus;13200;181000
Toyota Proace;Toyota;Proace;2017;;1,6;Dīzelis;Manuāla 6 ātrumi;Balta;Mikroautobuss;13200;97000
Hyundai Santa FE;Hyundai;Santa FE;2014;Septembris;2,2;Dīzelis;Automāts;Melnametālika;Apvidus;13200;158100
Nissan Qashqai;Nissan;Qashqai;2017;Decembris;1,5;Dīzelis;Manuāla;Brūnametālika;Apvidus;13200;151000
Nissan X-Trail;Nissan;X-Trail;2014;Oktobris;1,6;Dīzelis;Automāts 5 ātrumi;Melnametālika;Apvidus;13200;188000
Citroen Berlingo;Citroen;Berlingo;2021;Janvāris;1,5;Dīzelis;Manuāla;Balta;Universāls;13200;138000
Kia Ceed;Kia;Ceed;2020;Novembris;1;Benzīns;Manuāla 6 ātrumi;Pelēka;Hečbeks;13200;109000
Porsche Cayenne;Porsche;Cayenne;2009;;3;Dīzelis;Automāts 6 ātrumi;Melnametālika;Apvidus;13150;226000
Toyota RAV 4;Toyota;RAV 4;2013;Jūnijs;2;Benzīns;Automāts;Melnametālika;Apvidus;13000;140000
Toyota RAV 4;Toyota;RAV 4;2013;Aprīlis;2;Benzīns;Automāts;Pelēka;Apvidus;13000;165000
Hyundai Tucson;Hyundai;Tucson;2016;Marts;1,7;Dīzelis;Manuāla 6 ātrumi;Zilametālika;Apvidus;12990;205000
Hyundai Santa FE;Hyundai;Santa FE;2014;;2,2;Dīzelis;Automāts;Tumši;Apvidus;12990;210000
Nissan X-Trail;Nissan;X-Trail;2016;;1,6;Dīzelis;Automāts;Balta;Apvidus;12990;130453
Nissan X-Trail;Nissan;X-Trail;2015;;1,6;Dīzelis;Automāts;Baltametālika;Apvidus;12990;150354
Nissan X-Trail;Nissan;X-Trail;2016;Marts;1,6;Dīzelis;Automāts;Balta;Apvidus;12990;130453
Nissan Patrol;Nissan;Patrol;2000;;3;Dīzelis;Manuāla;Zila;Apvidus;12990;150000
Citroen C4 Picasso;Citroen;C4 Picasso;2017;;1,6;Dīzelis;Automāts;Melnametālika;Minivens;12990;180000
Nissan Leaf;Nissan;Leaf;2018;;;;Automāts;Zaļa;Hečbeks;12990;99222
Hyundai i40;Hyundai;i40;2017;Marts;1,7;Dīzelis;Automāts;Baltametālika;Universāls;12990;171762
Toyota RAV 4;Toyota;RAV 4;2015;Maijs;2,2;Dīzelis;Manuāla 6 ātrumi;Sudrabametālika;Apvidus;12990;
Hyundai Santa FE;Hyundai;Santa FE;2015;Februāris;2,2;Dīzelis;Manuāla 6 ātrumi;Melnametālika;Apvidus;12990;
Toyota Auris;Toyota;Auris;2016;Jūlijs;1,8;Hybrid;Automāts;Melnametālika;Universāls;12990;
Kia Niro;Kia;Niro;2019;Maijs;1,6;Hybrid;Automāts;Balta;Hečbeks;12990;
Citroen C4 Picasso;Citroen;C4 Picasso;2017;Februāris;1,6;Dīzelis;Automāts;Pelēkametālika;Minivens;12990;180000
Toyota RAV 4;Toyota;RAV 4;2014;;2,2;Dīzelis;Automāts;Melna;Apvidus;12990;258853
Suzuki SX4;Suzuki;SX4;2017;Decembris;1;Benzīns;Automāts 6 ātrumi;Melnametālika;Apvidus;12990;162000
Nissan NV300;Nissan;NV300;2017;Janvāris;1,6;Dīzelis;Manuāla;Baltametālika;Mikroautobuss;12970;
Nissan Qashqai;Nissan;Qashqai;2017;;1,6;Dīzelis;Automāts;Melnametālika;Apvidus;12950;172600
Citroen DS;Citroen;DS;2015;Augusts;2;Dīzelis;Automāts 6 ātrumi;Zilametālika;Hečbeks;12950;228550
Nissan Leaf;Nissan;Leaf;2018;Septembris;;;Automāts;Melnametālika;Hečbeks;12950;163455
Toyota Auris;Toyota;Auris;2016;;1,8;Hybrid;Automāts 6 ātrumi;Zilametālika;Hečbeks;12900;171000
Kia Sportage;Kia;Sportage;2017;Jūnijs;1,7;Dīzelis;Automāts;Melnametālika;Apvidus;12900;153351
Nissan X-Trail;Nissan;X-Trail;2016;;1,6;Dīzelis;Automāts;Balta;Apvidus;12900;160000
Citroen Jumper;Citroen;Jumper;2017;Oktobris;2;Dīzelis;Manuāla 6 ātrumi;Balta;Mikroautobuss;12900;144249
Hyundai i20;Hyundai;i20;2022;Decembris;1,2;Benzīns;Manuāla 5 ātrumi;Pelēkametālika;Hečbeks;12900;33259
Nissan Leaf;Nissan;Leaf;2017;;;;Automāts;Brūnametālika;Hečbeks;12900;83500
Citroen Jumper;Citroen;Jumper;2020;;2,2;Dīzelis;Manuāla 6 ātrumi;Balta;-;12900;
Toyota Land Cruiser;Toyota;Land Cruiser;2007;;3;Dīzelis;Automāts;Brūnametālika;Apvidus;12899;
Porsche Cayenne;Porsche;Cayenne;2009;Maijs;3;Dīzelis;Automāts 6 ātrumi;Melna;Apvidus;12850;245050
Toyota RAV 4;Toyota;RAV 4;2013;Jūnijs;2,2;Dīzelis;Automāts;Pelēkametālika;Apvidus;12850;159884
Toyota Sienna;Toyota;Sienna;2010;Jūlijs;3,5;Benzīns/Gāze;Automāts;Melna;Minivens;12800;171450
Hyundai Santa FE;Hyundai;Santa FE;2014;Septembris;2,2;Dīzelis;Automāts;Baltametālika;Apvidus;12800;303587
Nissan Qashqai;Nissan;Qashqai;2015;Decembris;1,6;Dīzelis;Automāts 7 ātrumi;Brūnametālika;Universāls;12790;100000
Toyota RAV 4;Toyota;RAV 4;2013;Septembris;2;Benzīns;Automāts;Melnametālika;Apvidus;12790;225000
Citroen C3;Citroen;C3;2021;Janvāris;1,5;Dīzelis;Manuāla 5 ātrumi;Melna;Hečbeks;12790;35232
Kia Ceed;Kia;Ceed;2020;Oktobris;1,6;Dīzelis;Manuāla 6 ātrumi;Sarkanametālika;Hečbeks;12790;86417
Nissan Micra;Nissan;Micra;2020;;1;Benzīns;Automāts;Zila;Hečbeks;12790;47759
Nissan X-Trail;Nissan;X-Trail;2015;Novembris;1,6;Dīzelis;Manuāla;Balta;Apvidus;12750;172123
Toyota Avensis;Toyota;Avensis;2016;Septembris;1,8;Benzīns;Automāts;Zila;Sedans;12700;64714
Kia Sportage;Kia;Sportage;2016;Jūlijs;1,7;Dīzelis;Manuāla 6 ātrumi;Brūna;Apvidus;12700;247210
Hyundai Santa FE;Hyundai;Santa FE;2012;Oktobris;2,4;Benzīns;Automāts 6 ātrumi;Pelēkametālika;Apvidus;12700;146131
Volkswagen Up!;Volkswagen;Up!;2017;;;;Automāts;Pelēkametālika;Hečbeks;12690;37419
Citroen DS;Citroen;DS;2017;Augusts;2;Dīzelis;Automāts;Melnametālika;Hečbeks;12650;141475
Nissan X-Trail;Nissan;X-Trail;2017;Maijs;1,6;Dīzelis;Automāts 7 ātrumi;Pelēkametālika;Apvidus;12600;148000
Hyundai Santa FE;Hyundai;Santa FE;2013;Novembris;2,2;Dīzelis;Automāts;Melna;Apvidus;12590;
Kia Optima;Kia;Optima;2017;Aprīlis;1,7;Dīzelis;Automāts 7 ātrumi;Sarkanametālika;Universāls;12550;109463
Nissan 300 ZX;Nissan;300 ZX;1995;;3;Benzīns;Automāts;Sarkana;Kupeja;12500;115000
Toyota Avensis;Toyota;Avensis;2015;Jūnijs;1,8;Benzīns;Automāts;Brūnametālika;Sedans;12500;112300
Toyota Hilux;Toyota;Hilux;2013;;2,5;Dīzelis;Manuāla;Sudraba;Apvidus;12500;466300
Porsche Cayenne;Porsche;Cayenne;2009;Maijs;3;Dīzelis;Automāts 6 ātrumi;Melna;Apvidus;12500;361196
Kia Sportage;Kia;Sportage;2017;Marts;1,7;Dīzelis;Manuāla 6 ātrumi;Baltametālika;Apvidus;12500;187243
Nissan Qashqai;Nissan;Qashqai;2016;Aprīlis;1,6;Dīzelis;Automāts;Pelēkametālika;Apvidus;12500;134867
Nissan X-Trail;Nissan;X-Trail;2015;Novembris;1,6;Dīzelis;Automāts 7 ātrumi;Melna;Apvidus;12500;120000
Nissan Navara;Nissan;Navara;2008;Jūlijs;2,5;Dīzelis;Automāts 4 ātrumi;Pelēka;Pikaps;12500;180000
Nissan Qashqai;Nissan;Qashqai;2015;;1,6;Dīzelis;Automāts;Baltametālika;Apvidus;12500;
Toyota RAV 4;Toyota;RAV 4;2013;Oktobris;2;Benzīns/Gāze;Automāts;Sudrabametālika;Apvidus;12500;
Toyota Avensis;Toyota;Avensis;2017;;1,8;Benzīns;Automāts;Zila;Sedans;12500;
Toyota Avensis;Toyota;Avensis;2016;;1,8;Benzīns;Manuāla;Pelēkametālika;Sedans;12499;98000
Nissan X-Trail;Nissan;X-Trail;2016;Februāris;1,6;Dīzelis;Automāts;Zilametālika;Apvidus;12490;
Toyota Land Cruiser;Toyota;Land Cruiser;2002;Maijs;4,2;Dīzelis;Automāts;Melna;Apvidus;12400;370000
Toyota Corolla;Toyota;Corolla;2018;Novembris;1,6;Benzīns;Automāts;Melnametālika;Sedans;12400;30000
Kia Sportage;Kia;Sportage;2015;;1,7;Dīzelis;Manuāla;Melna;Apvidus;12400;120000
Toyota RAV 4;Toyota;RAV 4;2015;Jūlijs;2,2;Dīzelis;Automāts;Melnametālika;Apvidus;12300;199890
Nissan Qashqai;Nissan;Qashqai;2015;Septembris;1,2;Benzīns;Automāts 7 ātrumi;Tumši;Apvidus;12300;108000
Nissan Qashqai;Nissan;Qashqai;2015;Marts;1,2;Benzīns;Automāts;Violeta;Apvidus;12300;71500
Toyota Avensis;Toyota;Avensis;2015;Oktobris;1,8;Benzīns;Automāts 6 ātrumi;Brūnametālika;Universāls;12299;186600
Toyota Avensis;Toyota;Avensis;2016;Maijs;1,8;Benzīns;Automāts;Sudraba;Sedans;12288;112900
Toyota Corolla;Toyota;Corolla;2019;Maijs;1,6;Benzīns;Automāts;Brūnametālika;Sedans;12200;124860
Hyundai Tucson;Hyundai;Tucson;2015;Novembris;2;Dīzelis;Manuāla 6 ātrumi;Sudrabametālika;Apvidus;12200;166152
Nissan Qashqai;Nissan;Qashqai;2015;;1,6;Dīzelis;Automāts 5 ātrumi;Brūnametālika;Apvidus;12200;136000
Nissan X-Trail;Nissan;X-Trail;2017;Jūlijs;2;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Apvidus;12200;292414
Citroen Jumper;Citroen;Jumper;2018;Aprīlis;2;Dīzelis;Manuāla 6 ātrumi;Balta;-;12200;199900
Toyota Corolla;Toyota;Corolla;2017;Aprīlis;1,6;Benzīns;Automāts 7 ātrumi;Brūnametālika;Sedans;12150;92000
Nissan Qashqai;Nissan;Qashqai;2015;Jūnijs;1,6;Dīzelis;Automāts;Melna;Apvidus;12150;135000
Toyota Corolla;Toyota;Corolla;2018;Oktobris;1,6;Benzīns;Manuāla 6 ātrumi;Balta;Sedans;12100;52000
Kia Sportage;Kia;Sportage;2012;Novembris;2;Benzīns;Automāts 6 ātrumi;Baltametālika;Apvidus;12100;60000
Citroen Jumpy;Citroen;Jumpy;2019;;1,6;Dīzelis;Manuāla;Balta;Mikroautobuss;12100;123405
Citroen Jumper;Citroen;Jumper;2018;Novembris;2;Dīzelis;Manuāla 6 ātrumi;Balta;-;12100;
Hyundai i30;Hyundai;i30;2019;Jūnijs;1,6;Dīzelis;Automāts 7 ātrumi;Zilametālika;Hečbeks;12000;123000
Toyota RAV 4;Toyota;RAV 4;2013;Maijs;2,2;Dīzelis;Automāts;Melnametālika;Apvidus;12000;262000
Toyota RAV 4;Toyota;RAV 4;2013;Maijs;2,2;Dīzelis;Automāts;Melna;Apvidus;12000;261513
Toyota Hilux;Toyota;Hilux;2007;;3;Dīzelis;Automāts;Pelēkametālika;Pikaps;12000;552027
Toyota RAV 4;Toyota;RAV 4;2013;Marts;2,2;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Apvidus;12000;163000
Toyota RAV 4;Toyota;RAV 4;2014;Augusts;2,2;Dīzelis;Manuāla 6 ātrumi;Sudrabametālika;Apvidus;12000;197000
Porsche Boxster;Porsche;Boxster;2003;Aprīlis;3,2;Benzīns;Manuāla 6 ātrumi;Melna;Kabriolets;12000;189000
Toyota RAV 4;Toyota;RAV 4;2014;Janvāris;2,2;Dīzelis;Automāts;Balta;Apvidus;12000;
Kia Ceed;Kia;Ceed;2017;Marts;1,6;Benzīns;Automāts;NA;Universāls;11999;75000
Hyundai Kona;Hyundai;Kona;2020;;1;Benzīns;Manuāla 6 ātrumi;Sarkana;Hečbeks;11990;102656
Kia Picanto;Kia;Picanto;2019;Septembris;1,2;Dīzelis;Automāts;Pelēka;Hečbeks;11990;
Suzuki Vitara;Suzuki;Vitara;2016;Novembris;1,6;Dīzelis;Manuāla 6 ātrumi;Melnametālika;Apvidus;11990;167000
Hyundai Santa FE;Hyundai;Santa FE;2013;;2,2;Dīzelis;Automāts;Zila;Apvidus;11990;230700
Toyota RAV 4;Toyota;RAV 4;2013;Augusts;2,2;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Apvidus;11950;161598
Citroen C4 Picasso;Citroen;C4 Picasso;2018;Septembris;1,6;Dīzelis;Automāts 6 ātrumi;Baltametālika;Hečbeks;11950;149197
Nissan Navara;Nissan;Navara;2012;;3;Dīzelis;Automāts;Melnametālika;Pikaps;11900;141709
Porsche Cayenne;Porsche;Cayenne;2007;;4,8;Benzīns;Automāts;Melna;Apvidus;11900;
Kia Optima;Kia;Optima;2017;Novembris;1,7;Dīzelis;Automāts 7 ātrumi;Pelēkametālika;Universāls;11900;221300
Toyota Auris;Toyota;Auris;2017;Novembris;1,8;Hybrid;Automāts;Baltametālika;Universāls;11900;193000
Toyota Avensis;Toyota;Avensis;2015;;1,8;Benzīns;Manuāla 6 ātrumi;Pelēkametālika;Sedans;11900;165700
Kia Sportage;Kia;Sportage;2014;Augusts;2;Benzīns;Automāts;Balta;Apvidus;11900;86624
Hyundai Santa FE;Hyundai;Santa FE;2014;Marts;2,2;Dīzelis;Automāts;Melnametālika;Apvidus;11900;282000
Nissan Qashqai;Nissan;Qashqai;2017;;1,2;Benzīns;Automāts;Melnametālika;Apvidus;11900;105000
Citroen Jumper;Citroen;Jumper;2018;Februāris;2;Dīzelis;Manuāla 6 ātrumi;Balta;Mikroautobuss;11900;192200
Toyota RAV 4;Toyota;RAV 4;2014;Februāris;2,2;Dīzelis;Automāts 7 ātrumi;Pelēkametālika;Apvidus;11850;233690
Porsche Cayenne;Porsche;Cayenne;2009;Maijs;3;Dīzelis;Automāts 6 ātrumi;Baltametālika;Apvidus;11800;249200
Hyundai i10;Hyundai;i10;2020;;1;Benzīns;Automāts;Melna;Hečbeks;11800;21000
Kia Ceed;Kia;Ceed;2020;Maijs;1;Benzīns;Manuāla 6 ātrumi;Pelēkametālika;Hečbeks;11800;77500
Kia Ceed;Kia;Ceed;2018;Jūlijs;1,6;Dīzelis;Automāts 7 ātrumi;Melnametālika;Universāls;11800;127070
Toyota RAV 4;Toyota;RAV 4;2014;Marts;2,2;Dīzelis;Automāts;Balta;Apvidus;11795;
Nissan Qashqai;Nissan;Qashqai;2015;;1,2;Benzīns;Automāts;Pelēka;Apvidus;11790;
Toyota RAV 4;Toyota;RAV 4;2014;Oktobris;2,2;Dīzelis;Automāts 7 ātrumi;Melnametālika;Apvidus;11777;240240
Porsche Boxster;Porsche;Boxster;2000;Jūlijs;2,7;Benzīns;Manuāla 5 ātrumi;Melna;Kabriolets;11777;130000
Toyota Venza;Toyota;Venza;2013;Jūlijs;2,7;Benzīns/Gāze;Automāts;Balta;Apvidus;11760;178000
Kia Sportage;Kia;Sportage;2015;Decembris;1,7;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Apvidus;11750;114000
Toyota Corolla;Toyota;Corolla;2018;Augusts;1,6;Benzīns;Automāts;Sudrabametālika;Sedans;11700;59000
Toyota Yaris;Toyota;Yaris;2017;Oktobris;1,5;Hybrid;Automāts;Brūnametālika;Hečbeks;11700;139000
Citroen Berlingo;Citroen;Berlingo;2020;Februāris;1,5;Dīzelis;Manuāla 5 ātrumi;Sarkana;Mikroautobuss;11690;169000
Citroen Berlingo;Citroen;Berlingo;2021;Aprīlis;1,5;Dīzelis;Manuāla;Baltametālika;Minivens;11690;113147
Toyota Land Cruiser;Toyota;Land Cruiser;2006;;3;Dīzelis;Automāts;Melna;Apvidus;11660;309183
Nissan Qashqai;Nissan;Qashqai;2014;Novembris;1,6;Dīzelis;Automāts;Balta;Apvidus;11650;156000
Toyota Proace;Toyota;Proace;2017;Aprīlis;1,6;Dīzelis;Manuāla;Balta;Pikaps;11600;174200
Nissan Qashqai;Nissan;Qashqai;2016;;1,6;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Apvidus;11600;129000
Toyota RAV 4;Toyota;RAV 4;2014;Februāris;2,2;Dīzelis;Manuāla 6 ātrumi;Sarkanametālika;Apvidus;11550;250000
Nissan Qashqai;Nissan;Qashqai;2017;Jūnijs;1,5;Dīzelis;Manuāla 6 ātrumi;Melnametālika;Apvidus;11550;234846
Nissan X-Trail;Nissan;X-Trail;2015;Jūnijs;1,6;Dīzelis;Automāts;Melnametālika;Apvidus;11500;129000
Nissan Juke;Nissan;Juke;2018;Maijs;1,6;Benzīns;Automāts 5 ātrumi;Sarkanametālika;Apvidus;11500;48500
Citroen Jumper;Citroen;Jumper;2016;Decembris;2;Dīzelis;Manuāla 6 ātrumi;Balta;Mikroautobuss;11500;249000
Citroen C4 Cactus;Citroen;C4 Cactus;2019;Janvāris;1,2;Benzīns;Automāts 6 ātrumi;Balta;Hečbeks;11500;110000
Hyundai i10;Hyundai;i10;2021;Jūlijs;1;Benzīns;Manuāla 5 ātrumi;Zilametālika;Hečbeks;11500;18700
Hyundai i30;Hyundai;i30;2018;Februāris;1,6;Dīzelis;Manuāla 6 ātrumi;Baltametālika;Universāls;11500;171000
